Entrez_Gene_Id,Hugo_Symbol
285905,INTS4L1
7013,TERF1
1270,CNTF
7423,VEGFB
79796,ALG9
7289,TULP3
79600,TCTN1
25983,NGDN
145553,MDP1
28457,IGHV2-5
56919,DHX33
80221,ACSF2
11314,CD300A
55364,IMPACT
11264,PXMP4
55713,ZNF334
5600,MAPK11
9701,PPP6R2
695,BTK
401612,SLC25A53
,AF213884.1
10584,COLEC10
9126,SMC3
,C16ORF80
1362,CPD
11332,ACOT7
64756,ATPAF1
467,ATF3
11162,NUDT6
7422,VEGFA
6297,SALL2
1775,DNASE1L2
7627,ZNF75A
8225,GTPBP6
4751,NEK2
6772,STAT1
8309,ACOX2
55858,TMEM165
,RP11-673E1.3
,RP11-321E2.5
4201,MEA1
51322,WAC
64852,TUT1
2950,GSTP1
9846,GAB2
23109,DDN
466,ATF1
374569,ASPG
56970,ATXN7L3
29998,GLTSCR1
171023,ASXL1
150297,C22ORF42
93663,ARHGAP18
54587,MXRA8
728642,CDK11A
343066,AADACL4
643126,TRIM51JP
51661,FKBP7
130612,TMEM198
349565,NMNAT3
,RP11-813N20.1
642909,CTBP2P4
51250,C6ORF203
392197,USP17L7
7321,UBE2D1
80162,ATHL1
1075,CTSC
,RP11-2C24.5
1443,CSH2
126272,EID2B
653677,SEC1P
5639,PRRG2
574460,MIR498
140831,ZSWIM3
5753,PTK6
53947,A4GALT
,RP11-364B14.1
2152,F3
8065,CUL5
142678,MIB2
1870,E2F2
1104,RCC1
54802,TRIT1
,RP11-435B5.5
,NBPF24
7292,TNFSF4
10461,MERTK
131965,METTL6
285521,COX18
60559,SPCS3
140890,SREK1
56103,PCDHGB2
167838,TXLNB
79624,C6ORF211
375686,SPATC1
3446,IFNA10
5079,PAX5
57684,ZBTB26
3559,IL2RA
283189,OR9G4
22992,KDM2A
64506,CPEB1
80011,FAM192A
54386,TERF2IP
79603,CERS4
692312,PPAN-P2RY11
43849,KLK12
,CYORF17
2166,FAAH
1435,CSF1
51161,C3ORF18
100302148,MIR1263
100418737,KRT8P33
5118,PCOLCE
1057,CELP
51258,MRPL51
55716,LMBR1L
,RP11-556N21.1
7109,TRAPPC10
127534,GJB4
343099,CCDC18
100288805,HYDIN2
6271,S100A1
9019,MPZL1
163882,CNST
131375,LYZL4
100419185,PDLIM1P4
6010,RHO
57129,MRPL47
23284,ADGRL3
55602,CDKN2AIP
55168,MRPS18A
80820,EEPD1
8518,IKBKAP
657,BMPR1A
430,ASCL2
627,BDNF
8567,MADD
219333,USP12
767563,SNORD113-3
8681,JMJD7-PLA2G4B
3051,HBZP1
29904,EEF2K
51090,PLLP
57017,COQ9
23125,CAMTA2
147495,APCDD1
9230,RAB11B
284391,ZNF844
126298,IRGQ
140825,NEURL2
100037417,DDTL
7494,XBP1
1974,EIF4A2
340485,ACER2
57139,RGL3
79134,TMEM185B
10316,NMUR1
158431,ZNF782
7295,TXN
84929,FIBCD1
256472,TMEM151A
23184,MESDC2
58531,PRM3
92806,CENPBD1
100505753,KRTAP16-1
4059,BCAM
92747,BPIFB1
3763,KCNJ6
80305,TRABD
100419337,CENPIP1
10876,EDDM3A
3491,CYR61
129852,C2ORF73
4345,CD200
7462,LAT2
375611,SLC26A5
441430,ANKRD20A2P
8879,SGPL1
3481,IGF2
741,ZNHIT2
409,ARRB2
3772,KCNJ15
65059,RAPH1
1176,AP3S1
64218,SEMA4A
127670,TEDDM1
3488,IGFBP5
51560,RAB6B
5523,PPP2R3A
,RP11-526A4.1
285855,RPL7L1
9788,MTSS1
10599,SLCO1B1
63894,VIPAS39
1845,DUSP3
140467,ZNF358
79444,BIRC7
406899,MIR106A
79957,PAQR6
,RP11-548K12.10
55009,C19ORF24
4878,NPPA
,RP11-293F5.8
113452,TMEM54
55268,ECHDC2
,RP11-302M6.4
57127,RHBG
54935,DUSP23
11266,DUSP12
,RP11-9L18.2
100329108,GCSHP5
9580,SOX13
337872,HIST3H2BA
91461,PKDCC
9581,PREPL
,AC073283.4
112597,LINC00152
5903,RANBP2
,AC079922.2
140738,TMEM37
254042,METAP1D
83879,CDCA7
728664,API5P2
14,AAMP
,AC112721.1
5133,PDCD1
5210,PFKFB4
1776,DNASE1L3
677836,SNORA58
375387,NRROS
80235,PIGZ
3954,LETM1
285440,CYP4V2
133746,JMY
2661,GDF9
1044,CDX1
10960,LMAN2
378884,NHLRC1
84300,UQCC2
135398,C6ORF141
4199,ME1
100505879,KIF25-AS1
,AC004870.3
,RP11-340I6.6
7979,SEM1
79706,PRKRIP1
23008,KLHDC10
65999,LRRC61
29883,CNOT7
7993,UBXN8
84750,FUT10
84549,MAK16
9070,ASH2L
,RP11-56A10.1
340393,TMEM249
84720,PIGO
653394,PGM5P1
653567,TMEM236
220929,ZNF438
728407,PARGP1
645084,DBF4P1
29760,BLNK
5408,PNLIPRP2
7106,TSPAN4
114879,OSBPL5
51035,UBXN1
7108,TM7SF2
54961,SSH3
4900,NRGN
404635,NANOGP1
259292,TAS2R46
58516,SINHCAF
317781,DDX51
79050,NOC4L
2963,GTF2F2
116173,CMTM5
3002,GZMB
9787,DLGAP5
123096,SLC25A29
,RP11-64K12.1
,CTD-2014N11.1
663,BNIP2
6176,RPLP1
56906,THAP10
10066,SCAMP2
90861,HN1L
63928,CHP2
146395,GSG1L
260434,PYDC1
29100,TMEM208
79007,DBNDD1
51031,GLOD4
443,ASPA
79003,MIS12
255877,BCL6B
84081,NSRP1
,RP11-1407O15.2
80320,SP6
51747,LUC7L3
,LOC732538
25794,FSCN2
5833,PCYT2
57045,TWSG1
84902,CEP89
,AC016582.2
148003,LGALS16
284340,CXCL17
653492,PSG10P
2512,FTL
170487,ACTL10
9217,VAPB
10633,RASL10A
7263,TST
23676,SMPX
205,AK4
54973,CPSF3L
200081,TXLNA
100129405,MSTO2P
129607,CMPK2
5449,POU1F1
2968,GTF2H4
389396,GLYATL3
10124,ARL4A
9537,TP53I11
57010,CABP4
85457,CIPC
283576,ZDHHC22
100126345,MIR889
9688,NUP93
5469,MED1
284161,GDPD1
10616,RBCK1
5822,PWP2
100287084,ZNF72AP
30011,SH3KBP1
9468,PCYT1B
26783,SNORA65
,RP11-26F2.1
115761,ARL11
,WI2-3308P17.2
84970,C1ORF94
79469,DLEU2L
388649,C1ORF146
127495,LRRC39
85369,STRIP1
440603,BCL2L15
,RP11-417J8.6
126668,TDRD10
55249,YY1AP1
6504,SLAMF1
29937,NENF
7360,UGP2
9027,NAT8
729857,RGPD2
285189,PLGLA
150737,TTC30B
4664,NAB1
,AC007358.1
130340,AP1S3
1146,CHRNG
57140,RNPEPL1
56852,RAD18
7375,USP4
55079,FEZF2
100131827,ZNF717
9626,GUCA1C
285282,RABL3
1475,CSTA
,RP11-440K22.1
101290506,LRRFIP1P1
10195,ALG3
26998,FETUB
132112,RTP1
642280,ZNF876P
654254,ZNF732
53834,FGFRL1
6731,SRP72
79807,GSTCD
10692,RRH
3558,IL2
1946,EFNA5
27166,PRELID1
90933,TRIM41
154141,MBOAT1
26695,OR2U1P
26531,OR11A1
11074,TRIM31
29113,C6ORF15
7407,VARS
8464,SUPT3H
730152,GSTA7P
59336,PRDM13
7259,TSPYL1
54664,TMEM106B
6984,TRGV10
,AC004987.9
,AC096582.8
729156,GTF2IRD1P1
55972,SLC25A40
221908,PPP1R35
5001,ORC5
154743,C7ORF60
168537,GIMAP7
503614,DEFB107B
4017,LOXL2
157574,FBXO16
5862,RAB2A
7274,TTPA
27067,STAU2
347051,SLC10A5
761,CA3
55638,SYBU
286077,FAM83H
26219,OR1J4
84569,LYZL1
100289237,CEP164P1
170371,C10ORF128
11130,ZWINT
953,ENTPD1
27343,POLL
9118,INA
833,CARS
283111,OR51V1
57586,SYT13
,RP11-163O19.11
219970,GLYATL2
,RP11-736I10.2
,LINC01171
83552,MFRP
390264,OR10G4
81029,WNT5B
55200,PLEKHG6
51768,TM7SF3
114134,SLC2A13
613227,HIGD1C
319101,KRT73
440107,C12ORF74
121457,IKBIP
3479,IGF1
23014,FBXO21
26353,HSPB8
390441,OR11H7
341799,OR6S1
28522,TRDJ1
100129075,KTN1-AS1
145376,PPP1R36
161145,TMEM229B
4329,ALDH6A1
9950,GOLGA5
28385,IGHV6-1
254531,LPCAT4
100500904,MIR3942
388115,C15ORF52
27023,FOXB1
161514,TBC1D21
192683,SCAMP5
729486,IL9RP3
9088,PKMYT1
6338,SCNN1B
5347,PLK1
10294,DNAJA2
50628,GEMIN4
29928,TIMM22
8388,OR1E2
55244,SLC47A1
79922,MRM1
8153,RND2
10238,DCAF7
2584,GALK1
201292,TRIM65
64772,ENGASE
9775,EIF4A3
339230,CCDC137
56984,PSMG2
390834,FEM1AP2
5289,PIK3C3
80323,CCDC68
610,HCN2
80032,ZNF556
8698,S1PR4
10362,HMG20B
56931,DUS3L
92359,CRB3
3726,JUNB
259307,IL4I1
51231,VRK3
51654,CDK5RAP1
55741,EDEM2
56245,C21ORF62
10311,DSCR3
65078,RTN4R
4733,DRG1
25829,TMEM184B
5905,RANGAP1
56474,CTPS2
139411,PTCHD1
389844,FTH1P19
10682,EBP
541578,CXORF40B
9653,HS2ST1
,RP11-353N4.7
29097,CNIH4
22979,EFR3B
27071,DAPP1
28966,SNX24
,AC034228.7
387043,RPL13AP
,RP11-65D24.2
29091,STXBP6
100996331,POTEB
,RP11-1166P10.6
11248,NXPH3
93436,ARMC6
100507433,ZNF571-AS1
5203,PFDN4
875,CBS
23762,OSBP2
54952,TRNAU1AP
5453,POU3F1
79871,RPAP2
,AC018865.5
64689,GORASP1
729230,CCR2
29909,GPR171
26952,SMR3A
285668,C5ORF64
153643,FAM81B
54732,TMED9
56895,AGPAT4
730130,TMEM229A
645249,MNX1-AS1
54332,GDAP1
728495,FAM74A3
2934,GSN
55766,H2AFJ
145483,FAM161B
9112,MTA1
29800,ZDHHC1
84667,HES7
55552,ZNF823
84167,C19ORF44
64130,LIN7B
23640,HSPBP1
90204,ZSWIM1
10013,HDAC6
331,XIAP
100526737,RBM14-RBM4
113730,KLHDC7B
55624,POMGNT1
,AL450307.1
140687,GCNT7
,AL645944.1
257,ALX3
84696,ABHD1
1446,CSN1S1
3672,ITGA1
373,TRIM23
202915,TMEM184A
158035,LINC00032
286205,SCAI
8019,BRD3
26086,GPSM1
338751,OR52L1
26229,B3GAT3
387849,REP15
,CCDC41
55384,MEG3
284129,SLC26A11
11012,KLK11
6789,STK4
9500,MAGED1
22829,NLGN4Y
441376,AARD
,EFCAB4A
,RP11-1081L13.3
6430,SRSF5
57146,TMEM159
729648,ZNF812
80219,COQ10B
729789,RPS15P5
8795,TNFRSF10B
137797,LYPD2
10220,GDF11
254170,FBXO33
146059,CDAN1
5170,PDPK1
8792,TNFRSF11A
574457,MIR181D
112398,EGLN2
10406,WFDC2
7031,TFF1
159162,RBMY2FP
60682,SMAP1
79366,HMGN5
3604,TNFRSF9
23252,OTUD3
391013,PLA2G2C
259283,MDS2
84243,ZDHHC18
,RP11-244H3.1
6886,TAL1
127253,TYW3
51375,SNX7
29957,SLC25A24
3744,KCNA10
3738,KCNA3
57402,S100A14
8751,ADAM15
55243,KIRREL
55600,ITLN1
,RP11-421L10.1
5664,PSEN2
440732,RPS7P3
677802,SNORA14B
,RP11-261C10.2
246243,RNASEH1
729475,RAD51AP2
2355,FOSL2
25806,VAX2
388965,FUNDC2P2
2677,GGCX
8869,ST3GAL5
151011,SEPT10
,AJ239322.1
3176,HNMT
79537,OR7E90P
3238,HOXD12
26275,HIBCH
79853,TM4SF20
9470,EIF4E2
54657,UGT1A4
375323,LHFPL4
285326,LINC00692
5576,PRKAR2A
1605,DAG1
2771,GNAI2
131177,FAM3D
132203,SNTN
55,ACPP
51068,NMD3
200909,HTR3D
579,NKX3-2
7366,UGT2B15
100420203,CICP16
,RP11-548H18.2
,RP11-707F2.1
201931,TMEM192
8611,PPAP2A
133383,SETD9
10184,LHFPL2
92270,ATP6AP1L
153642,ARSK
1839,HBEGF
56107,PCDHGA9
78991,PCYOX1L
,RP11-779O18.1
154386,C6ORF195
80862,ZNRD1-AS1
221476,PI16
55633,TBC1D22B
80759,KHDC1
64065,PERP
,RP11-351J23.1
221937,FOXK1
7291,TWIST1
,RP11-1217F2.1
5782,PTPN12
100500896,MIR3666
3663,IRF5
1020,CDK5
,AF228730.1
728638,KRT8P3
26255,PTTG3P
8840,WISP1
10280,SIGMAR1
7507,XPA
7046,TGFBR1
347265,KRT8P11
153090,DAB2IP
26735,OR1L3
91373,UAP1L1
100422505,ATP8A2P1
5551,PRF1
170392,OIT3
8513,LIPF
,RP11-451M19.3
3043,HBB
340980,OR52B6
23258,DENND5A
119710,C11ORF74
338674,OR5F1
2237,FEN1
3338,DNAJC4
2101,ESRRA
10072,DPP3
1717,DHCR7
7069,THRSP
120126,UBTFL2
619383,SCARNA9
8898,MTMR2
7379,UPK2
390261,OR6M1
79490,OR10G6
83480,PUS3
219938,SPATA19
5761,PTMAP4
7480,WNT10B
319,APOF
4069,LYZ
23011,RAB21
387882,C12ORF75
1240,CMKLR1
217,ALDH2
11193,WBP4
7178,TPT1
220082,SPERT
10253,SPRY2
29986,SLC39A2
145241,ADAM21P1
83694,RPS6KL1
10598,AHSA1
767568,SNORD113-8
,RP11-173D3.2
54866,PPP1R14D
140691,TRIM69
145645,C15ORF43
29767,TMOD2
9543,IGDCC3
653643,GOLGA6D
9727,RAB11FIP3
146310,RNF151
3835,KIF22
89970,RSPRY1
8447,DOC2B
10462,CLEC10A
23495,TNFRSF13B
84218,TBC1D3F
388381,C17ORF98
3882,KRT32
7484,WNT9B
3215,HOXB5
124540,MSI2
51649,MRPS23
388407,C17ORF82
100129123,ACE3P
146723,C17ORF77
440482,ANKRD20A5P
5442,POLRMT
5064,PALM
148252,DIRAS1
5802,PTPRS
79002,C19ORF43
342898,SYCN
5452,POU2F2
342,APOC1P1
93659,CGB5
84798,C19ORF48
354,KLK3
284366,KLK9
4849,CNOT3
3589,IL11
245936,DEFB123
,C20ORF112
81030,ZBP1
26205,GMEB2
1525,CXADR
337959,KRTAP13-2
53347,UBASH3A
353333,KRTAP10-10
353332,KRTAP12-1
28850,IGKV1OR22-5
2679,GGT3P
645280,SMPD4P1
645426,TMEM191C
28815,IGLV2-14
,AP000362.1
23384,SPECC1L
162,AP1B1
79019,CENPM
91689,SMDT1
4129,MAOB
139793,PAGE3
441518,FAM127C
203523,ZNF449
4534,MTM1
139735,ZFP92
51029,DESI2
686,BTD
6997,TDGF1
728263,ALG1L7P
8590,OR6A2
677784,FAM138D
100421768,UBE2Q2P12
63939,FAM217B
1298,COL9A2
58155,PTBP2
653604,HIST2H3D
80128,TRIM46
128370,OR6K4P
51506,UFC1
148753,FAM163A
92703,TMEM183A
151354,FAM84A
100128590,SLC8A1-AS1
10120,ACTR1B
165257,C1QL2
,AC007277.3
3580,CXCR2P1
9942,XYLB
51099,ABHD5
11186,RASSF1
57461,ISY1
170960,ZNF721
6047,RNF4
170825,GSX2
6783,SULT1E1
100419062,FOSL1P1
,RP11-542P2.1
3600,IL15
4671,NAIP
,AC008394.1
91137,SLC25A46
26045,LRRTM2
3161,HMMR
347744,C6ORF52
50619,DEF6
9820,CUL7
22881,ANKRD6
,RP11-544L8__B.4
221838,EEF1A1P6
,AC006380.1
389493,NUPR1L
3268,AGFG2
10447,FAM3C
100289678,ZNF783
140596,DEFB104A
100132103,FAM66E
,RP11-510I21.1
2675,GFRA2
255926,ADAM5
8629,JRK
,RP11-537H15.4
11224,RPL35
9719,ADAMTSL2
,AL022344.4
83849,SYT15
85450,ITPRIP
,RP11-72M10.5
219527,LRRC55
4296,MAP3K11
220070,SHANK2-AS3
,CTD-2313N18.8
334,APLP2
23710,GABARAPL1
586,BCAT1
2799,GNS
10993,SDS
949,SCARB1
87769,GGACT
283547,LINC00639
28411,IGHV3-71
27229,TUBGCP4
7177,TPSAB1
645811,CCDC154
124045,SPATA33
347716,USP32P3
3886,KRT35
,CTD-2116F7.1
339302,CPLX4
54760,PCSK4
9546,APBA3
79085,SLC25A23
284359,IZUMO1
256236,NAPSB
162968,ZNF497
10998,SLC27A5
57593,EBF4
9770,RASSF2
728434,C20ORF187
140902,R3HDML
4174,MCM5
11144,DMC1
207063,DHRSX
389860,PAGE2B
220885,RPSAP15
4107,MAGEA8
55577,NAGK
83439,TCF7L1
56977,STOX2
9025,RNF8
728957,ZNF705D
619279,ZNF704
9423,NTN1
1522,CTSZ
729447,GAGE2A
64816,CYP3A43
11046,SLC35D2
114131,UCN3
51399,TRAPPC4
65117,RSRC2
338879,RNASE10
56160,NDNL2
161742,SPRED1
57215,THAP11
284433,OR10H5
126231,ZNF573
,FLJ27365
4154,MBNL1
65108,MARCKSL1
126868,MAB21L3
10797,MTHFD2
25852,ARMC8
403315,FAM92A1P2
94081,SFXN1
8329,HIST1H2AI
6903,TBCC
221424,LRRC73
84918,LRP11
6953,TCP10
53828,FXYD4
254263,CNIH2
5939,RBMS2
79318,OR4K4P
51004,COQ6
123355,LRRC28
6470,SHMT1
51204,TACO1
374875,HSD11B1L
6618,SNAPC2
6855,SYP
10610,ST6GALNAC2
,CTC-513N18.6
80835,TAS1R1
1196,CLK2
26872,STEAP1
392309,OR13J1
161823,ADAL
652965,SNORA48
80174,DBF4B
162989,DEDD2
79742,CXORF36
2134,EXTL1
57648,KIAA1522
2882,GPX7
5202,PFDN2
83593,RASSF5
56902,PNO1
7247,TSN
,AC016757.3
729102,HNRNPA1P22
836,CASP3
353189,SLCO4C1
2107,ETF1
,RP11-157J24.1
79161,TMEM243
574442,MIR489
157506,RDH10
646486,FABP12
79752,ZFAND1
100131997,FAM27E3
,RP11-276H19.1
5837,PYGM
23052,ENDOD1
8531,YBX3
4285,MIPEP
8900,CCNA1
123745,PLA2G4E
4123,MAN2C1
10232,MSLN
10265,IRX5
359845,FAM101B
1747,DLX3
653656,MBD3L4
728361,OVOL3
342900,LEUTX
10945,KDELR1
27111,SDCBP2
337967,KRTAP6-2
51733,UPB1
5230,PGK1
83932,SPRTN
151579,BZW1P2
84129,ACAD11
56925,LXN
5010,CLDN11
10826,FAXDC2
1490,CTGF
641977,SEPT7P2
91283,MSANTD3
55151,TMEM38B
405753,DUOXA2
9437,NCR1
10236,HNRNPR
114625,ERMAP
91408,BTF3L4
60491,NIF3L1
54918,CMTM6
3659,IRF1
80228,ORAI2
157695,TDRP
53,ACP2
341416,OR6C2
,RP11-536C10.12
57799,RAB40C
,AC012317.1
1497,CTNS
162632,USP32P1
10493,VAT1
146712,B3GNTL1
64762,GAREM
,CTB-147C22.3
65992,DDRGK1
100133163,BCRP7
,AC023490.2
85028,SNHG12
23632,CA14
51277,DNAJC27
27247,NFU1
,CH17-132F21.1
339562,IGKV1OR2-118
79411,GLB1L
406929,MIR138-1
22916,NCBP2
10605,PAIP1
4188,MDFI
221830,TWISTNB
203054,ADCK5
7016,TESK1
51116,MRPS2
83938,C10ORF11
100507401,LRP4-AS1
390213,DOC2GP
83448,PUS7L
387885,CCDC42B
1361,CPB2
171546,SPTSSA
653190,ABCC6P1
51673,TPPP3
729288,ZNF286B
268,AMH
29985,SLC39A3
7538,ZFP36
388552,BLOC1S3
653758,TPM3P6
23119,HIC2
4151,MB
65109,UPF3B
10006,ABI1
,AL603965.1
27285,TEKT2
100129007,FMO8P
5929,RBBP5
133686,NADK2
84893,FBH1
5654,HTRA1
79608,RIC3
120400,NXPE1
84866,TMEM25
29121,CLEC2D
9617,MTRF1
28466,IGHV1-45
55313,CPPED1
5414,C17ORF47
100131439,CD300LD
26093,CCDC9
56731,SLC2A4RG
29799,YPEL1
55664,CDC37L1
6821,SUOX
1471,CST3
55924,FAM212B
54460,MRPS21
493861,EID3
166348,KBTBD12
4976,OPA1
83452,RAB33B
81555,YIPF5
80352,RNF39
58530,LY6G6D
23564,DDAH2
222962,SLC29A4
55262,C7ORF43
392242,REXO1L8P
23360,FNBP4
,AP000445.2
642641,RPSAP54
146439,CCDC64B
2648,KAT2A
100885850,PTGES3L-AARSD1
9241,NOG
201266,SLC39A11
100129842,ZNF737
54058,C21ORF58
1120,CHKB
55916,NXT2
1774,DNASE1L1
100133190,ADIRF-AS1
847,CAT
84102,SLC41A2
148479,PHF13
643343,RPL5P4
1376,CPT2
57147,SCYL3
2329,FMO4
64222,TOR3A
,RP11-504P24.3
8462,KLF11
,AC104654.1
113419,TEX261
54977,SLC25A38
100127945,SOCS5P3
440955,TMEM89
7871,SLMAP
22808,MRAS
1437,CSF2
6584,SLC22A5
,C5ORF54
7005,TEAD3
5154,PDGFA
23462,HEY1
79075,DSCC1
5900,RALGDS
3363,HTR7
9148,NEURL1
4942,OAT
79345,OR51B2
219858,OR8B12
120224,TMEM45B
51303,FKBP11
112849,L3HYPDH
53349,ZFYVE1
7187,TRAF3
100033821,SNORD116-29
2958,GTF2A2
5493,PPL
9961,MVP
125170,MIEF2
26151,NAT9
4225,MEP1B
54877,ZCCHC2
5609,MAP2K7
5731,PTGER1
126235,RPS4XP21
10483,SEC23B
257203,DSCR9
386680,KRTAP10-5
23539,SLC16A8
407,ARR3
55922,NKRF
55026,TMEM255A
441521,CT45A5
,AL583842.1
388677,NOTCH2NLA
647215,MROH3P
9637,FEZ2
,AC007881.4
51385,ZNF589
3273,HRG
348926,FAM86EP
768211,RELL1
641700,ECSCR
199,AIF1
80863,PRRT1
221504,ZBTB9
154288,KHDC3L
57120,GOPC
84277,DNAJC30
28592,TRBV7-6
1672,DEFB1
346708,OR7E8P
389766,C9ORF153
10927,SPIN1
54932,EXD3
100133308,RSU1P2
79892,MCMBP
219417,OR8U1
,RP11-75L1.6
6489,ST8SIA1
93058,COQ10A
55270,NUDT15
123264,SLC51B
123722,FSD2
646174,C16ORF90
3728,JUP
5697,PYY
11232,POLG2
2873,GPS1
56928,SPPL2B
84954,MPND
653657,MBD3L3
57153,SLC44A2
81576,CCDC130
348,APOE
51126,NAA20
5834,PYGB
286411,LINC00632
126626,GABPB2
,CTB-95D12.1
5269,SERPINB6
7553,ZNF7
386685,KRTAP10-12
29929,ALG6
3222,HOXC5
122509,IFI27L1
5525,PPP2R5A
10533,ATG7
401233,HTATSF1P2
1586,CYP17A1
8620,NPFF
387496,RASL11A
23111,SPART
4992,OR1F1
81893,SLC7A5P1
124565,SLC38A10
,CTD-3222D19.2
148213,ZNF681
55964,SEPT3
51209,RAB9B
199699,DAND5
128346,C1ORF162
54344,DPM3
55584,CHRNA9
7098,TLR3
8667,EIF3H
644019,CBWD6
100188953,LINC00092
348262,FAM195B
85019,TMEM241
5509,PPP1R3D
23616,SH3BP1
5935,RBM3
,GS1-309P15.4
,GLTPD1
9906,SLC35E2
64802,NMNAT1
128272,ARHGEF19
57134,MAN1C1
84065,TMEM222
63967,CLSPN
6814,STXBP3
353142,LCE3A
353137,LCE1F
646270,ELL2P1
,RP11-545A16.3
252839,TMEM9
149371,EXOC8
29959,NRBP1
,AC022210.2
84910,TMEM87B
130940,CCDC148
53632,PRKAG3
54579,UGT1A5
344875,COL6A4P1
54931,TRMT10C
170712,COX7B2
132989,C4ORF36
92255,LMBRD2
57688,ZSWIM6
23105,FSTL4
23197,FAF2
4245,MGAT1
340156,MYLK4
6745,SSR1
8357,HIST1H3H
253018,HCG27
7920,ABHD16A
721,C4B
401258,RAB44
57038,RARS2
55536,CDCA7L
6967,TRGC2
414919,C8ORF82
647060,SPATA31A1
26130,GAPVD1
57178,ZMIZ1
118856,MMP21
57104,PNPLA2
120227,CYP2R1
219431,OR4S2
11251,PTGDR2
4054,LTBP3
,RP11-60C6.5
440068,CARD17
91893,FDXACB1
678655,CD27-AS1
196500,PIANP
170482,CLEC4C
387841,RPL13AP20
1975,EIF4B
8825,LIN7A
121665,SPPL3
7174,TPP2
28679,TRAV8-7
9692,KIAA0391
6235,RPS29
100302209,MIR1185-2
388122,RPSAP55
,RP11-299H22.5
4828,NMB
390651,OR4F13P
100856809,OR3A5P
8387,OR1E1
653017,TBC1D3P3
6355,CCL8
147184,TMEM99
284069,FAM171A2
10928,RALBP1
1149,CIDEA
85360,SYDE1
54555,DDX49
147700,KLC3
8410,RPS9P1
3053,SERPIND1
616,BCRP4
28832,IGLJ2
23541,SEC14L2
80339,PNPLA3
1375,CPT1B
254158,CXORF58
142689,ASB12
139322,APOOL
677816,SNORA35
79649,MAP7D3
79184,BRCC3
,RP11-403I13.8
728015,RPS7P15
257415,FAM133B
28,ABO
2155,F7
51716,CES1P1
10672,GNA13
26528,DAZAP1
51150,SDF4
4070,TACSTD2
11218,DDX20
6432,SRSF7
1958,EGR1
815,CAMK2A
1357,CPA1
401546,C9ORF152
387914,SHISA2
100302157,MIR1185-1
37,ACADVL
63932,CXORF56
100130935,CSAG4
4665,NAB2
343068,PRAMEF5
391051,UOX
3570,IL6R
,RP11-29H23.6
,CTA-134P22.2
127943,FCRLB
10936,GPR75
130827,TMEM182
5455,POU3F3
5000,ORC4
10123,ARL4C
5359,PLSCR1
730086,ALG1L15P
170572,HTR3C
152992,TRMT44
8572,PDLIM4
55568,GALNT10
646019,CBY3
23469,PHF3
134637,ADAT2
54754,NUTM2F
7570,ZNF22
402778,IFITM10
100129032,GLYATL1P1
,AP002806.1
100271702,LINC00940
2342,FNTB
55237,VRTN
22846,VASH1
653075,GOLGA8T
115752,DIS3L
5315,PKM
653390,RRN3P2
79724,ZNF768
83871,RAB34
54883,CWC25
1155,TBCB
115727,RASGRP4
208,AKT2
59285,CACNG6
8566,PDXK
85395,FAM207A
150353,DNAJB7
389898,UBE2NL
60672,MIIP
94161,SNORD46
58,ACTA1
55821,ALLC
2019,EN1
7068,THRB
54512,EXOSC4
1982,EIF4G2
349667,RTN4RL2
784,CACNB3
92960,PEX11G
22880,MORC2
92552,ATXN3L
50814,NSDHL
163126,EID2
,RP11-810H18.1
3300,DNAJB2
9045,RPL14
5387,PMS2P3
169270,ZNF596
414332,LCN10
6330,SCN4B
7181,NR2C1
23351,KHNYN
388228,SBK1
124817,CNTD1
27092,CACNG4
,AC008747.1
1038,CDR1
55346,TCP11L1
26628,OR7E47P
440560,PRAMEF11
261726,TIPRL
54583,EGLN1
285016,FAM150B
57818,G6PC2
57088,PLSCR4
152519,NIPAL1
3015,H2AFZ
2110,ETFDH
102724668,DPY19L1P2
64210,MMS19
79842,ZBTB3
283461,C12ORF40
1967,EIF2B1
2700,GJA3
2628,GATM
64784,CRTC3
100462809,RSL24D1P8
28775,IGLV7-46
30848,CTAG2
,RP11-417J8.3
50604,IL20
51409,HEMK1
257068,PLCXD2
285636,C5ORF51
56100,PCDHGB6
89870,TRIM15
1365,CLDN3
157777,MCMDC2
157769,FAM91A1
28653,TRAV29DV5
51330,TNFRSF12A
29965,CDIP1
6341,SCO1
55663,ZNF446
94241,TP53INP1
5322,PLA2G5
414061,DNAJB3
375316,RBM44
6189,RPS3A
29880,ALG5
115825,WDFY2
50631,YBX1P1
201158,TVP23C
90379,DCAF15
171427,CYP2F2P
90324,CCDC97
9531,BAG3
51297,BPIFA1
2980,GUCA2A
79961,DENND2D
2848,GPR25
100507098,ADAMTS9-AS2
91975,ZNF300
9945,GFPT2
340719,NANOS1
6240,RRM1
8608,RDH16
257364,SNX33
29855,UBN1
643646,HSD17B1P1
64122,FN3K
8542,APOL1
2623,GATA1
56983,POGLUT1
152195,NUDT16P1
81688,C6ORF62
11236,RNF139
60674,GAS5
79727,LIN28A
441897,PGCP1
1116,CHI3L1
5500,PPP1CB
79730,NSUN7
345757,FAM174A
,AC009014.3
56098,PCDHGC4
10385,BTN2A2
2942,GSTA6P
5191,PEX7
,GS1-124K5.12
,RP11-274B21.2
84255,SLC37A3
28711,TRAJ44
100287399,POTEB2
527,ATP6V0C
100874381,NPIPP1
3991,LIPE
147686,ZNF418
7032,TFF2
